Entidade,Credor,Empenho,Espécie,Emissão,Valor,Descrição Despesa
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,BENEFICÊNCIA CAMILIANA DO SUL,1770 / 2020,Estimativo,01/06/2020,"1.584.000,00","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,BENEFICÊNCIA CAMILIANA DO SUL,1875 / 2020,Estimativo,19/06/2020,"679.890,06","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,BENEFICÊNCIA CAMILIANA DO SUL,1876 / 2020,Estimativo,19/06/2020,"4.813.331,10","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,BMH PRODUTOS MÉDICOS HOSPITALARES LTDA - EPP,1775 / 2020,Global,01/06/2020,"20.885,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,BMI PROSPER EIRELI,1790 / 2020,Global,01/06/2020,"8.700,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,BRAZIL 3 BUSINESS PARTICIPAÇÕES LTDA,1871 / 2020,Global,17/06/2020,"254.750,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,CARLOS ENRIQUE LUSSANI,1791 / 2020,Global,01/06/2020,"468,30",Material limpeza e produtos de higienização
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,CENTRO MEDICO LSP LTDA,1612 / 2020,Estimativo,20/05/2020,"22.400,00","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,CENTRO MEDICO LSP LTDA,1797 / 2020,Global,04/06/2020,"17.164,00","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,CENTRO MEDICO LSP LTDA,2009 / 2020,Global,01/07/2020,"25.390,40","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,CENTRO MEDICO LSP LTDA,2267 / 2020,Global,05/08/2020,"20.384,00","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,CENTRO MEDICO LSP LTDA,2344 / 2020,Ordinário,12/08/2020,"22.400,00","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,CENTRO MEDICO LSP LTDA,2925 / 2020,Estimativo,07/10/2020,"32.302,59","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,CENTRO MEDICO LSP LTDA,3085 / 2020,Estimativo,26/10/2020,"16.576,00","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,COMUNICA COMÉRCIO E SERVIÇOS EM TELECOMUNICAÇÕES LTDA,905 / 2020,Ordinário,18/03/2020,"300,00",Material para comunicações
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,COMUNICA COMÉRCIO E SERVIÇOS EM TELECOMUNICAÇÕES LTDA,1092 / 2020,Global,23/03/2020,"1.624,00",Material elétrico e eletrônico
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,"CONDESP - INDUSTRIA E COMERCIO DE DETERGENTES, SANEANTES E PERFUMARIAS LTDA",902 / 2020,Ordinário,18/03/2020,"1.320,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,"CONDESP - INDUSTRIA E COMERCIO DE DETERGENTES, SANEANTES E PERFUMARIAS LTDA",906 / 2020,Ordinário,18/03/2020,"990,00",Material limpeza e produtos de higienização
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,"CONDESP - INDUSTRIA E COMERCIO DE DETERGENTES, SANEANTES E PERFUMARIAS LTDA",955 / 2020,Global,20/03/2020,"2.775,00",Material limpeza e produtos de higienização
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,"CONDESP - INDUSTRIA E COMERCIO DE DETERGENTES, SANEANTES E PERFUMARIAS LTDA",1180 / 2020,Global,15/04/2020,"29.120,00",Material limpeza e produtos de higienização
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,CONSORCIO INTERMUNICIPAL DE SAUDE ALTO URUGUAI CATARINENSE,1746 / 2020,Ordinário,26/05/2020,"18.640,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,DE FRANCE INDUSTRIA E COMÉRCIO DE COSMÉTICOS LTDA,1792 / 2020,Global,01/06/2020,"6.570,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,DENILSON SERGIO PORT,1179 / 2020,Global,15/04/2020,"151,55",Material de acondicionamento e embalagem
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,DENTAX COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA,1771 / 2020,Global,01/06/2020,"0,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,DIMASTER COMÉRCIO DE PRODUTOS HOSPITALARES LTDA,1120 / 2020,Global,30/03/2020,"0,00",Material farmacológico
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,DIMASTER COMÉRCIO DE PRODUTOS HOSPITALARES LTDA,1121 / 2020,Global,30/03/2020,"0,00",Material farmacológico
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,EFETIVE PRODUTOS MÉDICOS HOSPITALARES LTDA,1096 / 2020,Global,23/03/2020,"4.500,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,EFETIVE PRODUTOS MÉDICOS HOSPITALARES LTDA,1317 / 2020,Global,20/04/2020,"55.500,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,EMBALAGENS CONCÓRDIA LTDA,956 / 2020,Global,20/03/2020,"30.955,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,EMBALAGENS CONCÓRDIA LTDA,1146 / 2020,Global,03/04/2020,"10.360,00",Material de acondicionamento e embalagem
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,FARMA E FÓRMULAS LTDA,903 / 2020,Ordinário,19/03/2020,"650,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,FARMA E FÓRMULAS LTDA,1093 / 2020,Global,23/03/2020,"3.250,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,FARMA E FÓRMULAS LTDA,1148 / 2020,Global,03/04/2020,"1.900,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,FRANZOI SERVICOS MEDICOS LTDA,2258 / 2020,Estimativo,31/07/2020,"16.800,00","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,FRANZOI SERVICOS MEDICOS LTDA,2926 / 2020,Estimativo,07/10/2020,"11.424,00","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,FRANZOI SERVICOS MEDICOS LTDA,3086 / 2020,Estimativo,26/10/2020,"0,00","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,FUNDAÇAO DE APOIO A PESQUISA E AO DESENVOLVIMENTO,2082 / 2020,Ordinário,16/07/2020,"65.000,00",Outras contribuições
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,GERPAGRO DISTRIBUIDORA DE PRODUTOS AGROPECUÁRIOS EIRELI EPP,916 / 2020,Ordinário,19/03/2020,"210,00",Material limpeza e produtos de higienização
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,GERPAGRO DISTRIBUIDORA DE PRODUTOS AGROPECUÁRIOS EIRELI EPP,1091 / 2020,Global,23/03/2020,"425,00",Material limpeza e produtos de higienização
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,GERPAGRO DISTRIBUIDORA DE PRODUTOS AGROPECUÁRIOS EIRELI EPP,1147 / 2020,Global,03/04/2020,"1.780,00",Material de proteção e segurança
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,GERPAGRO DISTRIBUIDORA DE PRODUTOS AGROPECUÁRIOS EIRELI EPP,1550 / 2020,Ordinário,04/05/2020,"210,00",Material limpeza e produtos de higienização
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,GOEDERT LTDA,2081 / 2020,Global,16/07/2020,"38.000,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,GOEDERT LTDA,3708 / 2020,Global,23/12/2020,"28.500,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,IMPERIAL SUPERMERCADOS LTDA,1082 / 2020,Ordinário,23/03/2020,"666,80",Gêneros de alimentação
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,IMPERIAL SUPERMERCADOS LTDA,1504 / 2020,Global,29/04/2020,"1.619,12",Gêneros de alimentação
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,IMPERIAL SUPERMERCADOS LTDA,1736 / 2020,Global,25/05/2020,"862,72",Gêneros de alimentação
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,IMPERIAL SUPERMERCADOS LTDA,2006 / 2020,Ordinário,01/07/2020,"1.467,16",Gêneros de alimentação
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,INOVAMED COMÉRCIO DE MEDICAMENTOS LTDA,1126 / 2020,Global,30/03/2020,"0,00",Material farmacológico
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,INOVAMED COMÉRCIO DE MEDICAMENTOS LTDA,3729 / 2020,Global,23/12/2020,"14.158,80",Material farmacológico
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,IZABEL CRISTINA CLINICA MEDICA LTDA,2547 / 2020,Estimativo,26/08/2020,"9.968,00","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,IZABEL CRISTINA CLINICA MEDICA LTDA,2923 / 2020,Estimativo,07/10/2020,"16.800,00","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,IZABEL CRISTINA CLINICA MEDICA LTDA,3243 / 2020,Estimativo,23/11/2020,"17.136,00","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,IZABEL CRISTINA CLINICA MEDICA LTDA,3668 / 2020,Global,17/12/2020,"0,00","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,KARILAINE CONFECCOES LTDA,1793 / 2020,Ordinário,01/06/2020,"29.100,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,L CAMPOS SERVICOS MEDICOS LTDA,2259 / 2020,Estimativo,31/07/2020,"22.400,00","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,L CAMPOS SERVICOS MEDICOS LTDA,2953 / 2020,Estimativo,13/10/2020,"26.880,00","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,L CAMPOS SERVICOS MEDICOS LTDA,3087 / 2020,Estimativo,26/10/2020,"22.400,00","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,L CAMPOS SERVICOS MEDICOS LTDA,3684 / 2020,Global,21/12/2020,"13.800,64","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,LEM COMERCIAL LTDA,924 / 2020,Global,19/03/2020,"3.320,50",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,LIFE CENTER COM E DISTRIBUIDORA DE MEDICAMENTOS LTDA,1122 / 2020,Global,30/03/2020,"0,00",Material farmacológico
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,LIFE CENTER COM E DISTRIBUIDORA DE MEDICAMENTOS LTDA,1145 / 2020,Global,03/04/2020,"3.600,00",Material farmacológico
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,LUMARINE INDUSTRIA TEXTIL LTDA,1177 / 2020,Global,15/04/2020,"6.110,00",Material de proteção e segurança
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MAGNUM IMPORT LTDA,2605 / 2020,Global,10/09/2020,"81.000,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MAGNUM IMPORT LTDA,3072 / 2020,Global,22/10/2020,"81.000,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MAGNUM IMPORT LTDA,3408 / 2020,Global,03/12/2020,"81.000,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MAGNUM IMPORT LTDA,3691 / 2020,Global,23/12/2020,"81.000,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MAK SILVA SERVIÇOS EIRELI,1110 / 2020,Estimativo,27/03/2020,"0,00",Limpeza e conservação
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MAK SILVA SERVIÇOS EIRELI,1319 / 2020,Estimativo,20/04/2020,"26.147,55",Limpeza e conservação
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MAK SILVA SERVIÇOS EIRELI,1607 / 2020,Estimativo,15/05/2020,"11.682,00",Limpeza e conservação
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MAK SILVA SERVIÇOS EIRELI,1832 / 2020,Estimativo,10/06/2020,"38.406,50",Limpeza e conservação
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MAK SILVA SERVIÇOS EIRELI,2072 / 2020,Estimativo,13/07/2020,"27.280,00",Limpeza e conservação
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MAK SILVA SERVIÇOS EIRELI,2351 / 2020,Estimativo,13/08/2020,"29.700,00",Limpeza e conservação
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MAK SILVA SERVIÇOS EIRELI,2610 / 2020,Estimativo,11/09/2020,"4.433,00",Limpeza e conservação
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MAK SILVA SERVIÇOS EIRELI,2957 / 2020,Estimativo,14/10/2020,"17.209,50",Limpeza e conservação
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MAK SILVA SERVIÇOS EIRELI,3208 / 2020,Estimativo,13/11/2020,"14.217,50",Limpeza e conservação
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MAK SILVA SERVIÇOS EIRELI,3493 / 2020,Estimativo,14/12/2020,"0,00",Limpeza e conservação
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MAQ TINTAS COMERCIO DE TINTAS E FERRAMENTAS LTDA,957 / 2020,Global,20/03/2020,"10.621,05",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MARCOS DYNKOSKI E YOHAN WILLIAN SERVIÇOS MÉDICOS LTDA,1581 / 2020,Estimativo,14/05/2020,"14.112,00","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MARCOS DYNKOSKI E YOHAN WILLIAN SERVIÇOS MÉDICOS LTDA,2310 / 2020,Global,07/08/2020,"1.788,39","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MARCOS DYNKOSKI E YOHAN WILLIAN SERVIÇOS MÉDICOS LTDA,2346 / 2020,Estimativo,12/08/2020,"16.418,61","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MARCOS DYNKOSKI E YOHAN WILLIAN SERVIÇOS MÉDICOS LTDA,2927 / 2020,Estimativo,07/10/2020,"11.469,50","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MARCOS DYNKOSKI E YOHAN WILLIAN SERVIÇOS MÉDICOS LTDA,3084 / 2020,Estimativo,26/10/2020,"0,00","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MARQUES & SANDI SERVIÇOS MÉDICOS LTDA,3666 / 2020,Global,17/12/2020,"30.525,60","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MASTER EQUIPAMENTOS DE SEGURANÇA LTDA,1552 / 2020,Ordinário,04/05/2020,"112,50",Material de proteção e segurança
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MAYARA BIONDO CLINICA MEDICA LTDA,1582 / 2020,Estimativo,14/05/2020,"22.400,00","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MAYARA BIONDO CLINICA MEDICA LTDA,1799 / 2020,Global,04/06/2020,"16.968,00","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MAYARA BIONDO CLINICA MEDICA LTDA,2010 / 2020,Global,01/07/2020,"28.392,00","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MAYARA BIONDO CLINICA MEDICA LTDA,2268 / 2020,Global,05/08/2020,"26.169,92","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MAYARA BIONDO CLINICA MEDICA LTDA,2345 / 2020,Estimativo,12/08/2020,"22.400,00","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MAYARA BIONDO CLINICA MEDICA LTDA,2924 / 2020,Estimativo,07/10/2020,"33.600,00","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MAYARA BIONDO CLINICA MEDICA LTDA,3122 / 2020,Estimativo,30/10/2020,"22.400,00","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MAYARA BIONDO CLINICA MEDICA LTDA,3669 / 2020,Global,17/12/2020,"2.092,16","Serviços médico-hospitalares, odontológicos e laboratoriais"
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MAYCON WILL ME,914 / 2020,Ordinário,18/03/2020,"1.200,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MAYCON WILL ME,1094 / 2020,Global,23/03/2020,"5.146,80",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MEDEFE PRODUTOS MEDICO- HOSPITALARES LTDA,922 / 2020,Global,19/03/2020,"0,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MEDEFE PRODUTOS MEDICO- HOSPITALARES LTDA,1794 / 2020,Global,01/06/2020,"0,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MEDIANE COMÉRCIO DE PRODUTOS EM GERAL EIRELI ME,911 / 2020,Global,18/03/2020,"51.720,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MEDIANE COMÉRCIO DE PRODUTOS EM GERAL EIRELI ME,913 / 2020,Global,18/03/2020,"52.000,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MEDIANE COMÉRCIO DE PRODUTOS EM GERAL EIRELI ME,920 / 2020,Global,19/03/2020,"1.800,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MEDIANE COMÉRCIO DE PRODUTOS EM GERAL EIRELI ME,1181 / 2020,Global,15/04/2020,"700,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MEDIANE COMÉRCIO DE PRODUTOS EM GERAL EIRELI ME,1315 / 2020,Global,20/04/2020,"56.280,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,MUNDI BOLSAS EIRELI,1176 / 2020,Global,15/04/2020,"36.000,00",Material de proteção e segurança
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,NACIONAL SAFETY EQUIPAMENTOS DE SEGURANÇA LTDA ME,850 / 2020,Global,10/03/2020,"549,18",Material de proteção e segurança
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,NACIONAL SAFETY EQUIPAMENTOS DE SEGURANÇA LTDA ME,854 / 2020,Ordinário,13/03/2020,"0,00",Material de proteção e segurança
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,NDS DISTRIBUIDORA DE MEDICAMENTOS LTDA,1124 / 2020,Global,30/03/2020,"0,00",Material farmacológico
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,NOELI VIEIRA DISTRIBUIDORA DE SOROS E EQUIPAMENTOS MEDICOS EIRELI,923 / 2020,Global,19/03/2020,"1.510,00",Material hospitalar
FMS - FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,OBJETIVA COMÉRCIO DE EQUIPAMENTOS LTDA,915 / 2020,Ordinário,19/03/2020,"954,00","Material de cama, mesa e banho"
